id,day,month,year,time,site,treatment,camera,photo number,species,presence,camera card,,notes
8250,17,12,2020,am,one,12,fl27,12170409.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8251,17,12,2020,am,one,12,fl27,12170409.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8252,17,12,2020,am,one,12,fl27,12170409.MP4,pine_warbler_setophaga_pinus,1,fl27,,
8253,17,12,2020,am,one,12,fl27,12170410.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8254,17,12,2020,am,one,12,fl27,12170410.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8255,17,12,2020,am,one,12,fl27,12170410.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8256,17,12,2020,pm,one,12,fl27,12170411.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8257,17,12,2020,pm,one,12,fl27,12170411.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8258,17,12,2020,pm,one,12,fl27,12170411.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8259,17,12,2020,pm,one,12,fl27,12170411.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8260,17,12,2020,pm,one,12,fl27,12170411.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8261,17,12,2020,pm,one,12,fl27,12170411.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8262,17,12,2020,pm,one,12,fl27,12170411.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8263,17,12,2020,pm,one,12,fl27,12170411.MP4,pine_warbler_setophaga_pinus,1,fl27,,
8265,17,12,2020,pm,one,12,fl27,12170413.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8267,17,12,2020,pm,one,12,fl27,12170415.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8268,17,12,2020,pm,one,12,fl27,12170415.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8269,17,12,2020,pm,one,12,fl27,12170416.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8270,17,12,2020,pm,one,12,fl27,12170416.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8271,17,12,2020,pm,one,12,fl27,12170416.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8273,17,12,2020,pm,one,12,fl27,12170418.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8274,17,12,2020,pm,one,12,fl27,12170418.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8275,17,12,2020,pm,one,12,fl27,12170418.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8276,17,12,2020,pm,one,12,fl27,12170418.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8277,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8278,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8279,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8280,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8281,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8282,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8283,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8284,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8285,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8286,17,12,2020,pm,one,12,fl27,12170419.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8287,17,12,2020,pm,one,12,fl27,12170420.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8288,18,12,2020,am,one,12,fl27,12180421.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8289,18,12,2020,am,one,12,fl27,12180421.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8290,18,12,2020,am,one,12,fl27,12180421.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8291,18,12,2020,am,one,12,fl27,12180421.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8292,18,12,2020,am,one,12,fl27,12180421.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8295,18,12,2020,am,one,12,fl27,12180424.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8296,18,12,2020,am,one,12,fl27,12180425.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8297,18,12,2020,am,one,12,fl27,12180425.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8298,18,12,2020,am,one,12,fl27,12180425.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8306,18,12,2020,am,one,12,fl27,12180433.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8307,18,12,2020,am,one,12,fl27,12180433.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8308,18,12,2020,am,one,12,fl27,12180433.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8311,18,12,2020,am,one,12,fl27,12180436.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8312,18,12,2020,am,one,12,fl27,12180436.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8313,18,12,2020,am,one,12,fl27,12180437.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8314,18,12,2020,am,one,12,fl27,12180438.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8317,18,12,2020,pm,one,12,fl27,12180440.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8318,18,12,2020,pm,one,12,fl27,12180440.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8319,18,12,2020,pm,one,12,fl27,12180440.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8321,18,12,2020,pm,one,12,fl27,12180442.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8322,18,12,2020,pm,one,12,fl27,12180442.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8323,18,12,2020,pm,one,12,fl27,12180443.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8324,18,12,2020,pm,one,12,fl27,12180443.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8325,18,12,2020,pm,one,12,fl27,12180443.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8326,18,12,2020,pm,one,12,fl27,12180444.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8327,18,12,2020,pm,one,12,fl27,12180444.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8328,18,12,2020,pm,one,12,fl27,12180445.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8329,18,12,2020,pm,one,12,fl27,12180445.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8330,18,12,2020,pm,one,12,fl27,12180445.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8331,18,12,2020,pm,one,12,fl27,12180445.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8332,18,12,2020,pm,one,12,fl27,12180445.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8333,18,12,2020,pm,one,12,fl27,12180445.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8334,18,12,2020,pm,one,12,fl27,12180445.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8335,18,12,2020,pm,one,12,fl27,12180446.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8336,18,12,2020,pm,one,12,fl27,12180446.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8337,18,12,2020,pm,one,12,fl27,12180446.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8338,18,12,2020,pm,one,12,fl27,12180447.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8339,18,12,2020,pm,one,12,fl27,12180447.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8340,18,12,2020,pm,one,12,fl27,12180447.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8341,18,12,2020,pm,one,12,fl27,12180447.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8342,18,12,2020,pm,one,12,fl27,12180447.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8344,19,12,2020,am,one,12,fl27,12190449.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8345,19,12,2020,am,one,12,fl27,12190449.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8346,19,12,2020,am,one,12,fl27,12190449.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8347,19,12,2020,am,one,12,fl27,12190450.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8348,19,12,2020,am,one,12,fl27,12190450.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8351,19,12,2020,am,one,12,fl27,12190453.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8352,19,12,2020,am,one,12,fl27,12190454.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8354,19,12,2020,am,one,12,fl27,12190456.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8360,19,12,2020,pm,one,12,fl27,12190462.MP4,pine_warbler_setophaga_pinus,1,fl27,,
8363,19,12,2020,pm,one,12,fl27,12190465.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8364,19,12,2020,pm,one,12,fl27,12190466.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8365,19,12,2020,pm,one,12,fl27,12190467.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8366,19,12,2020,pm,one,12,fl27,12190468.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8367,19,12,2020,pm,one,12,fl27,12190468.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8368,19,12,2020,pm,one,12,fl27,12190468.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8369,19,12,2020,pm,one,12,fl27,12190468.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8371,20,12,2020,am,one,12,fl27,12200470.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8372,20,12,2020,am,one,12,fl27,12200470.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8373,20,12,2020,am,one,12,fl27,12200471.MP4,chipping_sparrow_spizella_passerina,1,fl27,,
8375,20,12,2020,am,one,12,fl27,12200473.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8376,20,12,2020,am,one,12,fl27,12200474.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
8377,20,12,2020,pm,one,12,fl27,12200475.MP4,eastern_phoebe_sayornis_phoebe,1,fl27,,
