"DATE","BLOCK","TRAP","TREATMENT","BRASS","CONVULV","PARTH","RHUS","RUBIAC","SMILAX","UNK6","UNK7","UNK8","UNK9","UNK10","UNK11","UNK12","UNK13","UNK14","UNK15","UNK16","UNK17","UNK18","UNK19","UNK20","NOTES"
"2020-11-27",10,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",10,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",10,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",10,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",7,4,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",7,1,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",7,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",7,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",6,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",6,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",6,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",6,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",8,3,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",8,2,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",8,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",8,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",1,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",1,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",1,4,"Medium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-11-27",1,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",9,2,"Control",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",1,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",1,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",1,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",1,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",9,4,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",9,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",9,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",8,3,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",8,2,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",8,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",8,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",7,4,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",7,1,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",7,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",7,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",10,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",10,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",10,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",10,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",6,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",6,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",6,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",6,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",5,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",5,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",5,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",5,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",4,1,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",4,4,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",4,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",4,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",3,1,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",3,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",3,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",3,2,"Control",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",2,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",2,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",2,4,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-04",2,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",10,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DICO from feeders?"
"2020-12-11",10,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",10,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",10,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",5,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",5,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",5,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",5,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",6,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",6,3,"High",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",6,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",6,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",7,4,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",7,1,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",7,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",7,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",9,4,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",9,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",9,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",9,3,"Medium",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",4,1,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"where did this come from"
"2020-12-11",4,4,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"had rabbit or deer pellet in the trap"
"2020-12-11",4,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",4,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",3,1,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",3,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",3,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",3,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",8,3,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",8,2,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",8,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",8,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",1,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",1,3,"Low",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",1,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,""
"2020-12-11",1,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",2,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",2,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2020-12-11",2,4,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fur ball in trap"
"2020-12-11",2,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",4,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",4,1,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",4,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",4,4,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",2,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",2,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",2,4,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",2,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",9,4,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",9,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",9,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",9,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",1,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",1,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
"2021-01-02",1,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,""
"2021-01-02",1,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,""
"2021-01-02",5,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",5,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",5,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,""
"2021-01-02",5,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",6,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",6,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",6,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",6,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",3,1,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",3,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",3,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",3,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",7,4,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",7,1,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",7,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",7,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",10,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",10,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",10,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",10,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",8,3,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",8,2,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",8,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-01-02",8,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",1,1,"High",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",1,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",1,4,"Medium",0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",1,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",2,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",2,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",2,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",2,4,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",3,1,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",3,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",3,3,"High",0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,""
"2021-02-03",3,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",4,1,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,""
"2021-02-03",4,2,"Low",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,""
"2021-02-03",4,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",4,4,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",5,1,"High",0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,""
"2021-02-03",5,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",5,3,"Medium",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,""
"2021-02-03",5,4,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""
"2021-02-03",6,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",6,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",6,3,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",6,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",7,1,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",7,2,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",7,3,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",7,4,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",8,1,"High",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,""
"2021-02-03",8,2,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,""
"2021-02-03",8,3,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",8,4,"Low",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",9,1,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",9,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",9,3,"Medium",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,""
"2021-02-03",9,4,"High",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,""
"2021-02-03",10,1,"High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",10,2,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",10,3,"Low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"2021-02-03",10,4,"Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
